Id,FirstName,SecondName,ThirdName,SLUSort,Surcharge,DefinitionOptionBits,SpecialCount,Icon,Tare,PrepTime,NLU,MoveFlag,NLUGroup,SLU,MobileSLU,MainMenuLevel,SubMenuLevel,PrefixLevelOverride,PrintClassOverride,MenuItemClass,LongDescriptor,Quantity,HierarchyId,DefinitionSequence,MenuItemMasterId,SORT_ORDER,CONDIMENT_MAX,ConsumerFacingName,ConsumerFacingDescription,ConsumerFacingImageDetails,DAYPARTS,STARBUCKS_ITEM,FLO_UI_CREW_MEAL,ALLEGRO_ITEM_ID,,,,,,,,,,,
26447, Classic Quesadilla,,,0,,"00000000	",,,,,,TRUE,,112,,"11111111	","11111111	",0,,1623,,1,448,1,16809,,,Classic Quesadilla,Black beans, cheddar jack cheese, jalapeno, flour tortilla, side of pico de gallo,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912140634048.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 201 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC007514,,,,,,,
26448, Cotija Cheese,,,0,,"00000000	",,,,,,TRUE,,117,,"11111111	","11111111	",0,,1001,,1,448,1,16810,,,Cotija Cheese,,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912140648263.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 70 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC005176,,,,,,,,,,,
26449, Dry Rub Premio Wings,,,0,,"00000000	",,,,,,TRUE,,110,,"11111111	","11111111	",0,,1641,,1,448,1,16811,,,Dry Rub Premio Wings,Crispy chicken wings, dry spice rub, chipotle crema,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912140703704.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 120 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC003958,,,,,,,,,
26450, Egg & Cheese Tacos,,,0,,"00000000	",,,,,,TRUE,,103,,"11111111	","11111111	",0,,1604,,1,448,1,16812,,,Egg & Cheese Tacos,Scrambled eggs, cheddar jack, cotija cheese, salsa verde, sour cream, corn tortillas, side of breakfast potatoes,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912140726696.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 86 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Breakfast,,,RC008474,,,,,
26451, El Grande Breakfast Burger,,,0,,"00000000	",,,,,,TRUE,,103,,"11111111	","11111111	",0,,1614,,1,448,1,16813,,,El Grande Breakfast Burger,Two burger patties, carnitas, bacon, fried eggs, queso, cotija, crispy onions, cilantro, Cuban roll,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912140742158.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 191 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Breakfast,,,RC007332,,,
26452, El Gringo Burger,,,0,,"00000000	",,,,,,TRUE,,111,,"11111111	","11111111	",0,,1626,,1,448,1,16814,,,El Gringo Burger,Double patties, cheddar, shredded lettuce, tomato, chipotle ranch, brioche bun, side of fries,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912140757724.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 273 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC006520,,,,,
26453, Fajita Chicken,,,0,,"00000000	",,,,,,TRUE,,117,,"11111111	","11111111	",0,,1001,,1,448,1,16815,,,Fajita Chicken,,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912140822677.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 182 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC008629,,,,,,,,,,,
26454, Fajita Peppers & Onion Omelette,,,0,,"00000000	",,,,,,TRUE,,101,,"11111111	","11111111	",0,,1602,,1,448,1,16816,,,Fajita Peppers & Onion Omelette,Choice of meat, peppers, onions, cheddar jack cheese, side of breakfast potatoes,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912140837451.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 217 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Breakfast,,,RC007066,,,,,,,
26455, Fajita Peppers & Onions,,,0,,"00000000	",,,,,,TRUE,,117,,"11111111	","11111111	",0,,1001,,1,448,1,16817,,,Fajita Peppers & Onions,,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912140854718.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 71 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC005443,,,,,,,,,,,
26456, Fish Tacos,,,0,,"00000000	",,,,,,TRUE,,110,,"11111111	","11111111	",0,,1622,,1,448,1,16818,,,Fish Tacos,Beer-battered cod, cabbage, pineapple salsa,  avocado crema, cilantro, corn tortillas, side of rice & beans,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912140909792.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 98 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC004482,,,,,
26457, Fries,,,0,,"00000000	",,,,,,TRUE,,117,,"11111111	","11111111	",0,,1001,,1,448,1,16819,,,Fries,Side of French Fries.,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912140931877.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 127 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC003702,,,,,,,,,,,
