Id,FirstName,SecondName,ThirdName,SLUSort,Surcharge,DefinitionOptionBits,SpecialCount,Icon,Tare,PrepTime,NLU,MoveFlag,NLUGroup,SLU,MobileSLU,MainMenuLevel,SubMenuLevel,PrefixLevelOverride,PrintClassOverride,MenuItemClass,LongDescriptor,Quantity,HierarchyId,DefinitionSequence,MenuItemMasterId,SORT_ORDER,CONDIMENT_MAX,ConsumerFacingName,ConsumerFacingDescription,ConsumerFacingImageDetails,DAYPARTS,STARBUCKS_ITEM,FLO_UI_CREW_MEAL,ALLEGRO_ITEM_ID,,,,,,,,,,,
26500, Tortilla Chips,,,0,,"00000000	",,,,,,TRUE,,117,,"11111111	","11111111	",0,,1001,,1,448,1,16862,,,Tortilla Chips,,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912142339028.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 71 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC002703,,,,,,,,,,,
26501, Tres Leches,,,0,,"00000000	",,,,,,TRUE,,116,,"11111111	","11111111	",0,,1001,,1,448,1,16863,,,Tres Leches,Sponge cake soaked in three types of milk, whipped cream,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912142355564.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 224 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Breakfast,Lunch/Dinner,,,RC003984,,,,,,,,,
26502, Yogurt Parfait,,,0,,"00000000	",,,,,,TRUE,,102,,"11111111	","11111111	",0,,1001,,1,448,1,16864,,,Yogurt Parfait,Plain Greek yogurt, granola,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912142413020.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 175 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Breakfast,,,RC002478,,,,,,,,,,
26503,Fried Avocado Tacos,,,0,,"00000000	",,,,,,TRUE,,101,,"11111111	","11111111	",0,,1604,,1,448,1,16865,,,Fried Avocado Tacos,Fried avocado, cotija cheese, jicama radish slaw, lettuce, chipotle ranch,  corn tortillas, side breakfast potatoes,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912142427656.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 91 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Breakfast,,,RC003628,,,,,
26504,Fried Tejas Jalapeños,,,0,,"00000000	",,,,,,TRUE,,110,,"11111111	","11111111	",0,,1605,,1,448,1,16866,,,Fried Tejas Jalapeños,Roasted jalapeños, pulled pork, monterey jack cheese, bacon, Dr. Pepper glaze,,Lunch/Dinner,,,,,,,,,,
26505,CG 2 *MEAT TEMPS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16031,,,,,,,,,,,,,,,,,,,,
26506,Rare,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90002,,1,448,1,16032,,,,,,,,,RC000012,,,,,,,,,,,
26507,Medium Rare,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90002,,1,448,1,16036,,,,,,,,,RC000001,,,,,,,,,,,
26508,Medium,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90002,,1,448,1,16033,,,,,,,,,RC000003,,,,,,,,,,,
26509,Medium Well,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90002,,1,448,1,16034,,,,,,,,,RC000002,,,,,,,,,,,
26510,Well Done,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90002,,1,448,1,16035,,,,,,,,,RC000016,,,,,,,,,,,
26511,CG 4 *EGGS ANY STYLE MEAT CHOICE*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16056,,,,,,,,,,,,,,,,,,,,
26512,Bacon,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90004,,1,448,1,16037,,,,,,,,,RC000137,,,,,,,,,,,
26513,Sausage,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90004,,1,448,1,16057,,,,,,,,,RC001084,,,,,,,,,,,
26514,No Meat*,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90004,,1,448,1,16058,,,,,,,,,RC000026,,,,,,,,,,,
26515,CG 5 *EGG STYLE*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16038,,,,,,,,,,,,,,,,,,,,
26528,Egg Whites,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90005,,1,448,1,16059,,,,,,,,,RC000381,,,,,,,,,,,
26529,Sunny Side Up,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90005,,1,448,1,16060,,,,,,,,,RC000014,,,,,,,,,,,
26530,Scrambled,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90005,,1,448,1,16061,,,,,,,,,RC000013,,,,,,,,,,,
26531,No Egg,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90005,,1,448,1,16062,,,,,,,,,RC000363,,,,,,,,,,,
26532,Over Hard,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90005,,1,448,1,16039,,,,,,,,,RC000010,,,,,,,,,,,
26533,Over Easy,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90005,,1,448,1,16063,,,,,,,,,RC000009,,,,,,,,,,,
26534,Over Medium,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90005,,1,448,1,16040,,,,,,,,,RC000332,,,,,,,,,,,
26535,Poached,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90005,,1,448,1,16064,,,,,,,,,RC000011,,,,,,,,,,,
26536,CG 6 *CHOICE OF TOAST*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16065,,,,,,,,,,,,,,,,,,,,
26537,White Toast,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90006,,1,448,1,16066,,,,,,,,,RC000324,,,,,,,,,,,
26538,Wheat Toast,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90006,,1,448,1,16067,,,,,,,,,RC000329,,,,,,,,,,,
26539,No Toast,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90006,,1,448,1,16068,,,,,,,,,RC000368,,,,,,,,,,,
26540,CG 7 * FAJITA P&O OMELETTE OPTIONS,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16041,,,,,,,,,,,,,,,,,,,,
26541,No Cotija,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90007,,1,448,1,16069,,,,,,,,,RC006276,,,,,,,,,,,
26542,CG 8 *HUEVOS RANCHEROS MODS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16042,,,,,,,,,,,,,,,,,,,,
26543,No Cheese,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90008,,1,448,1,16070,,,,,,,,,RC000005,,,,,,,,,,,
26544,No Sauce,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90008,,1,448,1,16071,,,,,,,,,RC000027,,,,,,,,,,,
26545,No Sour Cream,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90008,,1,448,1,16043,,,,,,,,,RC001512,,,,,,,,,,,
26546,No Guacamole,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90008,,1,448,1,16044,,,,,,,,,RC001492,,,,,,,,,,,
26547,No Pico de Gallo,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90008,,1,448,1,16045,,,,,,,,,RC001243,,,,,,,,,,,
26548,No Beans,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90008,,1,448,1,16072,,,,,,,,,RC001166,,,,,,,,,,,
26549,No Cilantro,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90008,,1,448,1,16073,,,,,,,,,RC005526,,,,,,,,,,,
26550,CG 9 *TEX MEX BREAKFAST TACO OPTIONS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16046,,,,,,,,,,,,,,,,,,,,
26551,No Sour Cream,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90009,,1,448,1,16074,,,,,,,,,RC001512,,,,,,,,,,,
26552,No Jalapenos,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90009,,1,448,1,16075,,,,,,,,,RC001026,,,,,,,,,,,
26553,No Pico de Gallo,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90009,,1,448,1,16076,,,,,,,,,RC001243,,,,,,,,,,,
26554,No Cheese,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90009,,1,448,1,16077,,,,,,,,,RC001023,,,,,,,,,,,
26555,CG 10 *BREAKFAST TACO ADDT'L OPTIONS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16047,,,,,,,,,,,,,,,,,,,,
26556,Bacon,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16078,,,,,,,,,RC000109,,,,,,,,,,,
26557,Avocado,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16079,,,,,,,,,RC000163,,,,,,,,,,,
26558,Pork Sausage,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16080,,,,,,,,,RC001265,,,,,,,,,,,
26559,Add Sour Cream,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16048,,,,,,,,,RC005488,,,,,,,,,,,
26560,Add Potatoes,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16081,,,,,,,,,RC007217,,,,,,,,,,,
26561,Chorizo,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16082,,,,,,,,,RC003674,,,,,,,,,,,
26562,Pico de Gallo,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16083,,,,,,,,,RC005579,,,,,,,,,,,
26563,Pickled Jalapenos,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16049,,,,,,,,,RC005349,,,,,,,,,,,
26564,Queso Sauce,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16084,,,,,,,,,RC003328,,,,,,,,,,,
26565,Brown Rice,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16085,,,,,,,,,RC005764,,,,,,,,,,,
26566,Spanish Rice,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16050,,,,,,,,,RC005946,,,,,,,,,,,
26567,Salsa Roja,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16086,,,,,,,,,RC002910,,,,,,,,,,,
26568,Salsa Verde,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16087,,,,,,,,,RC004385,,,,,,,,,,,
26569,Fajita Peppers & Onions,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16088,,,,,,,,,RC008052,,,,,,,,,,,
26570,Jack Cheese Blend,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16089,,,,,,,,,RC007454,,,,,,,,,,,
26571,Black Beans,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16090,,,,,,,,,RC005763,,,,,,,,,,,
26572,Refried Beans,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16091,,,,,,,,,RC004841,,,,,,,,,,,
26573,Cilantro,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90010,,1,448,1,16092,,,,,,,,,RC004221,,,,,,,,,,,
26574,CG 13 *BREAKFAST POT EGG TACO OPTIONS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16093,,,,,,,,,,,,,,,,,,,,
26575,No Pico de Gallo,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90013,,1,448,1,16051,,,,,,,,,RC001243,,,,,,,,,,,
26576,No Cheese,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90013,,1,448,1,16094,,,,,,,,,RC001023,,,,,,,,,,,
26577,CG 14 *BACON CHIP. CHX. SAND MODS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16095,,,,,,,,,,,,,,,,,,,,
26578,No Bacon ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90014,,1,448,1,16096,,,,,,,,,RC000004,,,,,,,,,,,
26579,No Cheese,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90014,,1,448,1,16097,,,,,,,,,RC000005,,,,,,,,,,,
26580,Bacon,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90014,,1,448,1,16098,,,,,,,,,RC000156,,,,,,,,,,,
26581,Add Guacamole,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90014,,1,448,1,16099,,,,,,,,,RC001227,,,,,,,,,,,
26582,Salsa Verde,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90014,,1,448,1,16052,,,,,,,,,RC008359,,,,,,,,,,,
26583,Salsa Roja,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90014,,1,448,1,16100,,,,,,,,,RC004362,,,,,,,,,,,
26584,CG 15 *CARNITAS HASH & EGGS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16101,,,,,,,,,,,,,,,,,,,,
26585,No Egg ,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90015,,1,448,1,16102,,,,,,,,,RC000363,,,,,,,,,,,
26586,No Cilantro,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90015,,1,448,1,16103,,,,,,,,,RC005526,,,,,,,,,,,
26587,CG 16 *CHORIZO BREAKFAST BURRITO MODS*,,,0,,"00000000	",,,,,,TRUE,,,,"00000000	","00000000	",0,,,,1,448,1,16104,,,,,,,,,,,,,,,,,,,,
26588,No Cheese,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90016,,1,448,1,16105,,,,,,,,,RC000005,,,,,,,,,,,
26589,Bacon,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90016,,1,448,1,16106,,,,,,,,,RC000109,,,,,,,,,,,
26590,Pork Sausage,,,0,,"00000000	",,,,,,TRUE,,,,"11111111	","11111111	",0,,90016,,1,448,1,16107,,,,,,,,,RC001265,,,,,,,,,,,
